Hour,Speed_at_2m,Speed_at_10m,Speed_at_50m,Speed_at_100m
1240,3.689966072,4.344329357,5.114734714,5.487294137
1241,3.041848533,3.646099091,4.370381507,4.725085466
1242,3.12106447,3.690613031,4.364095865,4.690787014
1243,3.125244412,3.687545061,4.351016043,4.672359357
1244,2.619160257,3.379059315,4.359428493,4.864933611
1245,1.646407163,2.505118132,3.811704051,4.566964317
1246,1.845699256,2.891263485,4.529126029,5.494963104
1247,1.820717614,2.851279974,4.465161114,5.416662191
1248,1.690872283,2.669151068,4.213427291,5.128878962
1249,1.403823761,2.287184,3.726401273,4.598202611
1250,1.301441595,2.127975702,3.479434351,4.300076407
1251,1.205896516,1.919406653,3.055089595,3.732149308
1252,1.066649156,1.804720044,3.053501162,3.829654139
1253,0.734470127,1.366861224,2.543751663,3.323914435
1254,0.832867763,1.448554277,2.519378933,3.197498577
1255,0.969951394,1.678416252,2.90435287,3.678026685
1256,1.145860974,1.934184313,3.26485415,4.090580656
1257,1.258314165,2.011961699,3.216994603,3.93763452
1258,2.378674211,2.921818256,3.588983259,3.921377948
1259,2.649836377,3.138637781,3.717605814,3.998780826
1260,2.521545235,2.945766926,3.441359156,3.679715862
1261,2.509258402,2.922194481,3.403085381,3.633858503
1262,2.178192389,2.539934397,2.961752493,3.164362288
1263,3.172697666,3.791331291,4.530590202,4.891851128
1264,3.798753714,4.621239662,5.621805893,6.116935423
1265,3.091986119,3.823156118,4.727227789,5.179743235
1266,2.876168083,3.48250103,4.216656702,4.578756592
1267,2.377663663,2.873401642,3.472499969,3.767590022
1268,2.17009564,2.741224289,3.462663334,3.829209832
1269,1.282595463,2.072563648,3.349084104,4.118005072
1270,1.211634454,1.985467196,3.253522522,4.024668428
1271,1.303904903,2.100390196,3.383405464,4.154582409
1272,1.034612452,1.826039314,3.222868206,4.116275334
1273,1.22383509,2.111586094,3.643297916,4.608036241
1274,1.667149565,2.712168932,4.412237791,5.441003807
1275,1.881726688,2.95442009,4.638610976,5.633317797
1276,1.491005565,2.434860945,3.976207708,4.911350999
1277,1.207893034,2.063101053,3.523810335,4.437530894
1278,0.98125974,1.697820664,2.93764728,3.720035736
1279,0.901791433,1.569156051,2.730399316,3.46600937
1280,0.890555861,1.56890595,2.763965727,3.527373218
1281,1.085845659,1.725090146,2.740662071,3.345340252
1282,2.448768259,2.926275015,3.496894992,3.775747461
1283,2.71001167,3.216882229,3.818555982,4.111204324
1284,2.287833128,2.678544521,3.135980795,3.35632314
1285,1.937378439,2.246534348,2.605023609,2.776537629
1286,1.593352698,1.835080266,2.113480328,2.246038851
1287,1.086031246,1.246051431,1.429649629,1.516834753
1288,0.842986789,0.976373315,1.130865706,1.20471995
1289,1.132514983,1.257491231,1.396258964,1.460645971
1290,2.22044809,2.539754629,2.904978327,3.078033647
1291,2.696461462,3.391466379,4.265606746,4.708399593
1292,1.697738298,2.473106146,3.602589408,4.236188367
1293,1.69059834,2.595667839,3.985270404,4.793508551
1294,0.97215507,1.689307809,2.935499656,3.724199047
1295,0.654492166,1.267302871,2.45389731,3.261746505
1296,0.621562469,1.224716306,2.413160549,3.231783844
1297,0.600426365,1.213414908,2.452216998,3.320105902
1298,0.753281487,1.342333674,2.392013776,3.067762958
1299,0.707677226,1.275462627,2.298795064,2.96265666
1300,0.855537195,1.412494302,2.332032043,2.894099049
1301,0.789949504,1.289070725,2.1035564,2.597462808
1302,0.702303537,1.278288007,2.326658121,3.011294337
1303,0.703924917,1.269957423,2.291141879,2.95405362
1304,0.468764407,0.920057297,1.805822746,2.414366305
1305,0.969600326,1.480707169,2.261234511,2.713544021
1306,1.218539375,1.584299088,2.059846116,2.306380052
1307,1.846898288,2.179581642,2.572191531,2.762370573
1308,2.141925013,2.506715775,2.933633967,3.13921812
1309,1.978194903,2.289926052,2.650780929,2.823217631
1310,1.819151818,2.095014334,2.412709602,2.563972135
1311,1.793189088,2.051810026,2.347730316,2.48798381
1312,1.867105319,2.129859686,2.429591001,2.571344072
1313,2.187073931,2.502036572,2.862357288,3.033111359
1314,3.253397821,3.83011198,4.509057481,4.837374059
1315,3.125941288,4.022785664,5.176938081,5.771010946
1316,2.36573583,3.227594137,4.403434983,5.033792541
1317,1.453702124,2.373912573,3.876627,4.788323823
1318,0.96118527,1.708402991,3.036501776,3.889997438
1319,0.730584453,1.398856759,2.67840388,3.542999874
1320,0.642352288,1.255113244,2.452407012,3.272506443
1321,0.778757709,1.466137886,2.760242724,3.624810691
1322,0.851962697,1.448485136,2.462677293,3.095106786
1323,0.296186964,0.643399417,1.397640211,1.952075724
1324,0.329210618,0.4112221,0.513663917,0.565305928
1325,0.728989349,0.670831382,0.617313194,0.595600113
1326,0.733233901,0.826663971,0.931999079,0.981404187
1327,0.693361705,0.91769731,1.214616191,1.370469773
1328,1.155560485,1.531191111,2.028925571,2.290396145
1329,1.52092369,2.069485188,2.81589995,3.21530606
1330,1.054511865,1.361549497,1.75798594,1.962513836
1331,1.300253937,1.510938406,1.75576078,1.873067629
1332,0.996002673,1.107174397,1.230754873,1.288141386
1333,0.809334956,0.952242613,1.120384072,1.201658352
1334,1.290995877,1.506490111,1.757954844,1.878801454
1335,1.236153839,1.442097545,1.682351552,1.797788257
1336,1.425055914,1.624934435,1.852847942,1.960604698
1337,1.516421952,1.716488481,1.942950444,2.049467774
1338,1.894857246,2.157983065,2.457647359,2.599205
1339,3.48902694,4.28990078,5.274607796,5.765544736
1340,2.678021461,3.806880713,5.411584997,6.296693798
1341,1.896198759,2.896398783,4.424180676,5.309655671
1342,1.171753256,2.003515959,3.425700912,4.315969888
1343,1.017979614,1.808182955,3.211779052,4.113399391
1344,1.265352963,2.158913612,3.683484468,4.636454039
1345,1.248179892,2.142657042,3.678139046,4.641917005
1346,1.128481955,1.962298155,3.412207019,4.330262168
1347,1.080883367,1.892949104,3.315118375,4.219961922
1348,1.009456438,1.796967149,3.198841291,4.1006881
1349,1.000439528,1.768424749,3.125952152,3.995120405
1350,0.950679994,1.690969944,3.007720127,3.854342375
1351,0.727535707,1.357302547,2.53220589,3.312347195
1352,0.653301782,1.226111651,2.301156711,3.017867259
1353,0.67414647,1.172966957,2.040879161,2.590648999
1354,0.641839966,1.051153541,1.72149418,2.128989144
1355,1.412757629,1.729376435,2.116953958,2.309586517
1356,1.919507365,2.2717731,2.688686229,2.891045676
1357,2.506370379,2.992926598,3.573936915,3.857721423
1358,2.155086682,2.575173378,3.077146725,3.322442513
1359,1.821763196,2.158385992,2.557209466,2.750933644
1360,1.723481309,2.015007019,2.355844108,2.519860857
1361,2.039244679,2.415225267,2.860526328,3.076774304
1362,2.588352531,3.047700167,3.588566935,3.850144608
1363,2.749761171,3.37297678,4.137440181,4.517942015
1364,2.34465394,3.143231392,4.213800346,4.780772166
1365,1.981735091,3.025833845,4.620027419,5.543737769
1366,1.684794976,2.671046972,4.234635092,5.164273273
1367,1.494303332,2.438430071,3.979072444,4.913313698
1368,1.431300326,2.379929304,3.957285127,4.926120855
1369,1.383785421,2.394658327,4.14398679,5.24801017
1370,1.199850588,2.165169478,3.907118865,5.038101379
1371,1.036900152,1.88228178,3.41690055,4.417281161
1372,0.832904018,1.535730839,2.83162184,3.685315655
1373,0.682615862,1.297730684,2.467134187,3.253531843
1374,0.70477737,1.147707224,1.86900421,2.305783894
1375,0.539868034,0.899942696,1.500175609,1.869480594
1376,0.662557958,1.079997063,1.760440186,2.172752605
1377,0.418717612,0.859177411,1.762968173,2.402620425
1378,0.860385455,1.287940621,1.927962677,2.293793687
1379,1.543615208,1.822853088,2.152604719,2.312408572
1380,1.713195262,1.981206417,2.291145063,2.439147838
1381,2.12682413,2.440360308,2.800117953,2.970963747
1382,1.94141862,2.236052036,2.575399586,2.73698303
1383,1.393953049,1.598643661,1.833391416,1.944831439
1384,0.841498714,0.970993877,1.120416577,1.19165815
1385,0.861742798,0.956417322,1.061493169,1.110232235
1386,1.424052443,1.598088741,1.793394364,1.884698522
1387,2.621175544,3.205797911,3.920813418,4.275969008
1388,2.627727485,3.73325944,5.303908462,6.169892188
1389,2.301013778,3.381883383,4.970476632,5.86710863
1390,1.774773853,2.716614008,4.158271577,4.995033994
1391,1.151966938,1.910304427,3.16785394,3.938842976
1392,0.770703558,1.427260995,2.643135517,3.446476985
1393,0.992105437,1.768523932,3.15256502,4.043772759
1394,1.025321816,1.838186383,3.295481599,4.237483668
1395,0.941765758,1.711905956,3.111837502,4.025255159
1396,0.973682709,1.746518016,3.132771231,4.029167067
1397,0.815233643,1.52892375,2.867408447,3.759316892
1398,0.646918601,1.252000809,2.4230344,3.220017438
1399,0.500535833,0.997887671,1.989427604,2.677804429
1400,0.622348556,1.132846594,2.062094294,2.668969482
1401,1.184901076,1.805009961,2.749648072,3.296125309
1402,2.643049068,3.198887348,3.871619483,4.203325755
1403,2.537531981,3.020184755,3.594640787,3.874575381
1404,2.384781762,2.788596392,3.260788873,3.488040847
1405,2.729139902,3.187137842,3.721995936,3.979172333
1406,2.887262387,3.375031948,3.945204531,4.219546637
1407,2.875555542,3.370986939,3.951776543,4.231791563
1408,2.745499804,3.240061522,3.823711314,4.106430275
1409,2.698377213,3.164298296,3.710668641,3.974148766
1410,2.855257812,3.317554474,3.854701891,4.112057375
1411,3.738464764,4.543416977,5.521688481,6.00545061
1412,2.303742023,3.149959326,4.307011659,4.928247903
1413,1.845266135,2.647401094,3.798223151,4.43704312
1414,1.491142926,2.502255917,4.198983586,5.247659287
1415,1.44013849,2.504356146,4.354997626,5.526828417
1416,1.034377965,1.854132652,3.323550973,4.273289231
1417,1.131385663,1.997024059,3.524974043,4.502307037
1418,1.105035681,1.965696931,3.496687475,4.481117827
1419,0.985793466,1.790417433,3.251791265,4.204752122
1420,0.857433109,1.615162492,3.042511242,3.996456806
1421,0.720976353,1.410866141,2.760899522,3.686555037
1422,0.72093463,1.359530807,2.56378864,3.369230065
1423,0.784443963,1.36967659,2.391520682,3.040339154
1424,0.634368696,1.223320484,2.359058726,3.130163785
1425,0.738381234,1.325539708,2.379604786,3.061575366
1426,0.632905613,1.033090949,1.686312914,2.082504599
1427,1.399966424,1.677602172,2.010297532,2.173197428
1428,2.769810103,3.24899435,3.811078701,4.082191324
1429,2.723662606,3.17248559,3.695268569,3.946178789
1430,2.284326334,2.63404727,3.037309037,3.229482739
1431,1.736100735,2.002215385,2.309120876,2.455392904
1432,1.216636956,1.415917277,1.647838927,1.759083215
1433,1.17899878,1.376794457,1.607773485,1.718831903
1434,1.224827614,1.408105969,1.618809373,1.719006988
1435,2.234315303,2.602757216,3.031955747,3.237964346
1436,1.916611039,2.518642902,3.309780619,3.722986774
1437,1.075016734,1.752800942,2.857919364,3.52768734
1438,0.76970953,1.415847182,2.604389272,3.386113162
1439,0.762726247,1.440928578,2.72217611,3.580146941
1440,0.815185563,1.536356449,2.89552618,3.804214331
1441,1.081045329,1.916542053,3.397760799,4.348015233
1442,1.046506465,1.913854837,3.500064704,4.539262395
1443,0.925985137,1.76398921,3.360375678,4.4353788
1444,1.018747374,1.890705943,3.508984715,4.579761804
1445,1.143163562,2.077434063,3.77525354,4.882831659
1446,1.180523945,2.082560778,3.673842796,4.69128909
1447,1.123505917,1.904523015,3.228472462,4.052404893
1448,0.891642193,1.606660128,2.895059011,3.73074704
1449,1.071383358,1.794504046,3.005688626,3.753317824
1450,1.847224722,2.362793684,3.022260328,3.360267165
1451,3.164477001,3.764501333,4.478297767,4.826011507
1452,3.480730719,4.098116398,4.825009277,5.176534244
1453,3.658717975,4.292350769,5.035718864,5.394310027
1454,3.572752914,4.195026875,4.925683612,5.278352006
1455,3.404291372,3.995018005,4.688249953,5.022724305
1456,3.297062773,3.869390011,4.541065817,4.865151878
1457,2.907337864,3.428926468,4.044090254,4.341944525
1458,2.572861644,3.023364306,3.552749035,3.808410732
1459,2.351734291,2.801079273,3.336280431,3.597219158
1460,2.579454058,3.260807991,4.122139226,4.55999559
1461,2.045282107,3.089693785,4.667428346,5.574919847
1462,2.559259688,3.7034266,5.359115623,6.283652263
1463,2.384178405,3.524409294,5.209954443,6.165101522
1464,1.99384922,3.007475138,4.536404565,5.414916153
1465,1.692827744,2.644806385,4.132139752,5.007627151
1466,1.561774433,2.498778105,3.997947389,4.894881712
1467,1.585051298,2.545536995,4.08804346,5.013271393
1468,1.556070747,2.519496441,4.07941755,5.020327505
1469,1.521522041,2.492291689,4.082436991,5.049197493
1470,1.153032319,2.043044329,3.620046082,4.631373363
1471,0.99988396,1.823923945,3.327084634,4.310176275
1472,0.918874114,1.699680924,3.143972825,4.097485211
1473,1.098994536,1.843877554,3.093631789,3.865960239
1474,1.369921699,1.747336626,2.228729779,2.474979889
1475,2.420461298,2.841049433,3.334720487,3.572943852
1476,2.373478809,2.741684914,3.167012124,3.369953739
1477,2.075394502,2.380481005,2.73041574,2.896553954
1478,1.973987377,2.254025698,2.573791456,2.725125865
1479,1.941768045,2.213404894,2.523041429,2.669403129
1480,1.96034741,2.232750654,2.543006132,2.689575414
1481,2.011963883,2.303860188,2.638104892,2.79660622
1482,2.332314765,2.71109128,3.151382498,3.362395821
1483,2.652420911,3.166970253,3.781338226,4.081391763
1484,2.856697944,3.550533056,4.412886917,4.846087571
1485,2.37658876,3.326949835,4.6573456,5.383403814
1486,2.329211842,3.33121562,4.764271462,5.558030767
1487,2.162158687,3.161406994,4.622460989,5.444171594
1488,2.136368699,3.125156403,4.571590355,5.385340391
1489,1.893777719,2.854366064,4.302197427,5.13367738
1490,1.510904896,2.388794184,3.776768257,4.600444785
1491,0.917959309,1.650797844,2.968686623,3.822355612
1492,0.581930749,1.179555655,2.390922879,3.241286602
1493,0.561746527,1.094137073,2.13109628,2.839863272
1494,0.491137257,0.918159008,1.71645696,2.247264581
1495,0.460323956,0.857016981,1.595567851,2.085287852
1496,0.547100765,0.955199301,1.667710526,2.120097748
1497,0.457455645,0.804899991,1.416233469,1.80642459
1498,0.278433219,0.409038305,0.600906514,0.709166785
1499,0.240740576,0.310990691,0.401740378,0.448575858
1500,0.721218761,0.837479413,0.972481311,1.037134881
1501,1.125846537,1.293145657,1.485305177,1.576626236
1502,1.650756631,1.879742622,2.140492584,2.263656324
1503,2.012715339,2.292860746,2.611998976,2.76278622
1504,2.733883888,3.153837442,3.638300316,3.869242984
1505,2.939899186,3.44874239,4.045657119,4.333583343
1506,2.42356736,2.85254097,3.357443295,3.601559494
1507,2.803779545,3.383552074,4.083211413,4.427489747
1508,2.563560612,3.265684843,4.160111309,4.617238097
1509,1.360537877,2.103220701,3.25131508,3.922220058
1510,0.818380867,1.452991843,2.579709987,3.303253249
1511,0.873927461,1.517710328,2.63573894,3.34303851
1512,1.026470905,1.704445601,2.830216416,3.521035015
1513,0.727740762,1.34361887,2.480707091,3.230460196
1514,0.637356134,1.174685955,2.165017357,2.817234941
1515,0.810396047,1.459406614,2.628181214,3.385977918
1516,1.043358739,1.743198276,2.91245965,3.632983092
1517,0.96278141,1.697494268,2.99287747,3.820816908
1518,1.06515154,1.762067437,2.914967061,3.620631612
1519,0.74700069,1.402870774,2.634597847,3.456122046
1520,0.650648035,1.265363574,2.460846553,3.277130449
1521,0.824750198,1.42783761,2.471924526,3.13104793
1522,1.73663874,2.19573164,2.77618904,3.071298018
1523,3.153771578,3.753111601,4.466349684,4.813879098
1524,3.524352366,4.16138649,4.913565875,5.27805433
1525,3.552896508,4.17732811,4.91150533,5.26620894
1526,3.424931499,4.002384663,4.677198067,5.001823062
1527,3.51960773,4.116110802,4.813709206,5.149472625
1528,3.317729042,3.926812172,4.647713433,4.997634928
1529,3.392457995,3.998160601,4.712007699,5.057465584
1530,2.690557961,3.167187214,3.728250792,3.999544517
1531,2.478871582,3.028133869,3.699100348,4.032096969
1532,2.114619929,2.719073057,3.496305974,3.896138472
1533,1.980601925,2.906735897,4.265932225,5.032320279
1534,1.252117094,2.085501671,3.473570676,4.327123083
1535,1.054166242,1.827979446,3.169812046,4.017834082
1536,1.428592663,2.276863813,3.628822238,4.435544737
1537,1.303440341,2.171603918,3.618012599,4.507612014
1538,1.126315072,1.97423625,3.460495973,4.40667599
1539,1.00577911,1.79512012,3.203940321,4.111863815
1540,0.848398414,1.539968967,2.795272104,3.613528394
1541,0.813015171,1.529955268,2.879113707,3.780193426
1542,0.831529637,1.585963488,3.024883387,3.99463404
1543,0.907618565,1.710573554,3.223889414,4.235638192
1544,0.977697209,1.808009505,3.343467017,4.356985408
1545,1.095992049,1.927807212,3.390937598,4.324599487
1546,2.211925441,2.839999676,3.646415024,4.060832657
1547,2.9514232,3.55029726,4.270689014,4.624369407
1548,3.114812747,3.681861401,4.352140715,4.677193448
1549,3.407172202,4.048046112,4.809465549,5.180045177
1550,3.595513221,4.324073315,5.200261794,5.630361113
1551,3.265749556,3.984712839,4.861957764,5.296972664
1552,3.66999438,4.542581081,5.622636098,6.163631772
1553,3.136193109,3.767814398,4.526642602,4.898864218
1554,2.739886165,3.293249607,3.958373568,4.284739717
1555,3.387703115,4.224443436,5.267853095,5.793221049
1556,2.827289882,4.117719173,5.997125127,7.051260003
1557,2.145500644,3.319057226,5.134531609,6.195952067
1558,1.610984887,2.602514744,4.204311939,5.168988955
1559,1.774638667,2.847920895,4.570312578,5.602922473
1560,1.971946505,3.110658884,4.90692758,5.971249248
1561,1.905607311,3.039590597,4.848381376,5.928298885
1562,1.913519455,3.023094416,4.776068424,5.815820765
1563,1.845783675,2.889718533,4.524080101,5.487469682
1564,1.483357377,2.430701256,3.983064828,4.927099999
1565,1.454186719,2.385867596,3.914465804,4.84483769
1566,1.578474613,2.575024128,4.20073228,5.18635922
1567,1.495142103,2.513812304,4.226522874,5.286467311
1568,1.37101527,2.358039141,4.055643078,5.122568933
1569,1.421024141,2.325057268,3.804222,4.702820125
1570,1.80682104,2.316298485,2.969435573,3.304722739
1571,2.305820173,2.744679213,3.267064824,3.521643523
1572,2.520904943,2.964839935,3.48695252,3.739253855
1573,2.098855546,2.437432051,2.830625963,3.018943009
1574,1.80326546,2.081237316,2.4020583,2.55504352
1575,1.591080844,1.85130322,2.154085145,2.299296914
1576,0.938608941,1.114497542,1.323346409,1.424949964
1577,0.74540742,0.818149805,0.897990932,0.934734198
1578,1.487103968,1.683053255,1.904821936,2.009120843
1579,2.416973139,2.949156284,3.598518597,3.920535476
1580,2.140185645,2.828519106,3.73823661,4.215266343
1581,1.559780917,2.426765919,3.77565385,4.567375195
1582,1.239249546,2.020910263,3.295606041,4.068234097
1583,0.707696722,1.346526623,2.562021117,3.379868865
1584,0.750499449,1.386080265,2.559919937,3.334072079
1585,0.820391854,1.543600202,2.904345736,3.813070524
1586,0.679090174,1.368800879,2.759008915,3.731269113
1587,0.838226749,1.443398595,2.485484394,3.14095253
1588,0.944806436,1.47312367,2.29686554,2.781067401
1589,0.713077314,1.180547476,1.954475786,2.428429861
1590,0.283712974,0.596867085,1.255671575,1.729752301
1591,0.203852668,0.434408188,0.92571991,1.282306955
1592,0.06217965,0.225898206,0.820686508,1.430441445
1593,0.506106823,0.896516025,1.588085651,2.031504289
1594,1.401833218,1.804856777,2.323748605,2.590922025
1595,2.03886916,2.407121658,2.841886469,3.052546188
1596,2.373077184,2.782809019,3.263284518,3.494986485
1597,2.507115796,2.927090406,3.417416244,3.653136798
1598,2.282442986,2.639149666,3.051603479,3.24854078
1599,1.850509468,2.131155968,2.454365048,2.60825431
1600,1.761676198,2.021705389,2.320115743,2.461844229
1601,1.810637887,2.100705624,2.43724278,2.598315588
1602,1.481017626,1.729952216,2.020728597,2.160565346
1603,0.807020747,1.003990054,1.2490336,1.372212955
1604,1.587454619,2.065055609,2.68634745,3.008559138
1605,3.002891769,4.245341778,6.001856942,6.967031226
1606,2.969990476,4.185793877,5.899301873,6.838821033
1607,2.252998068,3.288294315,4.799329239,5.648093563
1608,1.646708051,2.562355518,3.987146233,4.82349545
1609,1.176594491,2.022511959,3.476605284,4.390138277
1610,0.804674236,1.557317972,3.013939255,4.00529122
1611,0.765576933,1.473823905,2.837281021,3.761934328
1612,0.994121845,1.68989408,2.872627754,3.610071367
1613,0.891023523,1.497238517,2.515896741,3.146067912
1614,0.70967793,1.222561359,2.106105059,2.662011137
1615,0.719012012,1.193900824,1.982441395,2.466318512
1616,0.741659031,1.221004844,2.01015934,2.491595855
1617,0.636858397,1.139635325,2.039336654,2.620178066
1618,0.999399149,1.270799875,1.615903241,1.792055121
1619,2.130289431,2.503370762,2.941790482,3.153525726
1620,2.567253715,2.982206583,3.46422952,3.695135109
1621,2.632977275,3.045106411,3.52174443,3.749361976
1622,2.436592263,2.804670095,3.228350702,3.430003639
1623,2.067047896,2.36844635,2.713792033,2.877631319
1624,1.718434661,1.963426232,2.243345445,2.375879375
1625,1.527606225,1.743182659,1.989181331,2.105550674
1626,1.576542305,1.79971242,2.054473757,2.175020812
1627,1.828282834,2.109164476,2.433198358,2.587666749
1628,2.100147364,2.726891041,3.540672848,3.962162481
1629,2.429316887,3.577309132,5.267793878,6.223197354
1630,2.722677546,4.08571291,6.131115308,7.30223064
1631,2.720407036,4.093334198,6.159146273,7.344144176
1632,2.615799932,3.947880507,5.9583152,7.113952965
1633,2.579418695,3.884091139,5.848668152,6.976174016
1634,2.230720937,3.44102025,5.307979212,6.397357538
1635,2.022382597,3.154847622,4.921454294,5.960237823
1636,1.923060531,3.027732611,4.766966309,5.796141926
1637,1.927195965,3.003193617,4.679945405,5.665181602
1638,1.740840535,2.782506943,4.447475074,5.442927465
1639,1.654167721,2.669264317,4.307285109,5.293018273
1640,1.476340541,2.474452019,4.147358028,5.180468608
1641,1.795971191,2.739556789,4.178892981,5.012323835
1642,1.977287425,2.504724503,3.172854261,3.512985593
1643,2.666885417,3.169006825,3.765667692,4.056091755
1644,2.822489269,3.300212622,3.858793536,4.1276097
1645,2.978883711,3.462994814,4.025780877,4.295518993
1646,2.783061862,3.223473787,3.733579695,3.977435475
1647,2.486271697,2.867996454,3.308328559,3.518224197
1648,2.383530496,2.741469145,3.153160022,3.348999327
1649,2.484665471,2.86518383,3.303977327,3.513090119
1650,2.81104565,3.276022434,3.817911314,4.078089656
1651,3.322748991,3.96338129,4.727528711,5.100471857
1652,3.345196742,4.284776211,5.488259314,6.105695526
1653,3.089629767,4.330743313,6.070415892,7.020689217
1654,2.683761602,3.870439768,5.581831108,6.535236644
1655,2.594899145,3.788071871,5.529882934,6.508413199
1656,2.349816508,3.535386801,5.319121638,6.342248131
1657,2.443767899,3.664545059,5.495157907,6.542776294
1658,2.41115868,3.649327278,5.523315281,6.602615771
1659,2.306610457,3.517849445,5.365129896,6.434644277
1660,2.245852147,3.410923243,5.180393278,6.201925681
1661,2.172120614,3.319628239,5.073351624,6.090149586
1662,2.057763301,3.194573879,4.959415044,5.993730652
1663,1.87053347,2.96932888,4.713582591,5.751548862
1664,1.586740525,2.590942383,4.230674345,5.225441176
1665,1.566640606,2.450215817,3.832121753,4.646134126
1666,1.482599443,1.909394026,2.459049586,2.742120044
1667,2.339060284,2.766391993,3.271794536,3.516984189
1668,2.743868546,3.204478502,3.742410505,4.001072913
1669,2.703189471,3.136977196,3.640375945,3.881351379
1670,2.597289447,3.01083374,3.490223171,3.719530906
1671,2.478178281,2.863723517,3.309250364,3.52188754
1672,2.306036258,2.670722485,3.093081717,3.294977585
1673,2.133297622,2.47922349,2.881243127,3.073885457
1674,2.081825801,2.428213596,2.832235659,3.026334189
1675,1.989619554,2.333573818,2.736988966,2.931554993
1676,2.311238269,3.12652421,4.229401082,4.817159105
1677,2.855821046,4.090693474,5.859531401,6.840326492
1678,3.077017657,4.398379803,6.28717383,7.332978687
1679,2.863999983,4.16027689,6.043262535,7.097498865
1680,2.61078104,3.825232506,5.604607779,6.606767661
1681,2.435732458,3.660184383,5.500172925,6.55468103
1682,2.400595638,3.600174189,5.399182596,6.428786869
1683,2.156952255,3.292544603,5.026003678,6.030235428
1684,1.922483169,2.997867584,4.67479258,5.660585373
1685,1.892590483,2.968734503,4.65678372,5.653139071
1686,1.9976596,3.077792406,4.741952079,5.712192475
1687,1.972601467,3.038200378,4.679435604,5.636097772
1688,1.757426743,2.789530516,4.427769481,5.402588969
1689,1.698684738,2.616255283,4.029465595,4.853201304
1690,1.629416193,2.070320129,2.630528318,2.916323532
1691,2.380751122,2.808562517,3.313249898,3.557655504
1692,2.597980138,3.020841837,3.512530858,3.748228743
1693,2.579785693,2.978621721,3.439117979,3.65876869
1694,2.577884137,2.981312513,3.447875789,3.670678088
1695,2.243875724,2.586758852,2.982037413,3.170373593
1696,2.108008703,2.429165125,2.799249925,2.975532753
1697,1.535972498,1.788395524,2.082301965,2.223324603
1698,2.29635529,2.632649422,3.018192789,3.201174369
1699,3.854473521,4.634483337,5.572339695,6.032638812
1700,3.169058746,4.226188183,5.63595313,6.379842066
1701,2.654327196,3.747725487,5.291527867,6.139064138
1702,2.622252598,3.724262953,5.289396816,6.152144581
1703,2.32514793,3.417967558,5.024412458,5.931232428
1704,1.9721601,3.026112318,4.643312558,5.583533885
1705,2.123411424,3.223428965,4.893302435,5.857021363
1706,2.003619225,3.018107176,4.546258496,5.423502813
1707,1.85109536,2.800595284,4.23713122,5.064269917
1708,1.662279259,2.554525137,3.925693375,4.723710667
1709,1.613299422,2.501804113,3.879641768,4.68653663
1710,1.63678263,2.54737401,3.964554749,4.79654056
1711,1.680965799,2.588391542,3.985667513,4.799991547
1712,1.662304187,2.60246706,4.074365482,4.941989654
1713,1.986436597,2.869459629,4.145009499,4.856411965
1714,2.805075021,3.390165806,4.097296544,4.445615922
1715,2.88873494,3.416259527,4.040117699,4.342760304
1716,2.757170656,3.222973585,3.767470363,4.029459016
1717,2.951822654,3.451334238,4.035373875,4.316436142
1718,2.894060635,3.429953575,4.065077761,4.373654165
1719,2.862965343,3.535754442,4.366647157,4.7821864
1720,2.620355843,3.146149397,3.777447271,4.086978398
1721,3.021814643,3.756346941,4.66942682,5.128160314
1722,2.464505195,3.419427156,4.744352781,5.462976765
1723,2.135332837,3.017597914,4.264392422,4.949290775
1724,1.828570042,2.701104403,3.989983881,4.71998449
1725,1.537882834,2.375995159,3.670860271,4.427231793
1726,1.377102588,2.147530794,3.348979627,4.055286095
1727,1.374386617,2.189881802,3.489252767,4.264453299
1728,1.16378837,1.95816493,3.294765606,4.122368101
1729,1.178536581,1.966157913,3.280150147,4.089050715
1730,1.02485272,1.791380167,3.131223483,3.982579547
1731,1.113563936,1.885283947,3.191819926,4.004216747
1732,0.896397672,1.606007457,2.877361278,3.698808705
1733,0.95567872,1.660761952,2.886043399,3.661535767
1734,0.708892119,1.32836175,2.489158633,3.262223173
1735,0.64479684,1.233837247,2.360982958,3.122285194
1736,0.755491557,1.384785533,2.538255994,3.295104609
1737,0.919805231,1.567479491,2.671208939,3.360563169
1738,1.078866185,1.62136662,2.436659664,2.903938633
1739,1.888085412,2.305439234,2.81504747,3.067885738
1740,2.276478479,2.684443235,3.165518826,3.398422157
1741,2.634607426,3.074705124,3.588318892,3.835165157
1742,2.447186297,2.847539425,3.313389253,3.536813384
1743,2.219989554,2.556527853,2.944083522,3.128602776
1744,2.013606917,2.298842907,2.624483789,2.778578673
1745,1.849249066,2.100281477,2.385391111,2.519812921
1746,2.023954135,2.291871309,2.595253522,2.73798981
1747,2.931698167,3.575138092,4.359798195,4.748750168
1748,2.413176172,3.14938879,4.110205408,4.609626936
1749,1.93693656,2.888029575,4.306137331,5.114513541
1750,1.38109806,2.231475353,3.605451629,4.433009941
1751,1.23492713,2.083540916,3.515302763,4.403474895
1752,1.023405901,1.812779546,3.211013027,4.107502129
1753,1.059082886,1.877751708,3.32924979,4.260486359
1754,0.814831367,1.532703161,2.883024727,3.784616193
1755,0.969604911,1.76567626,3.215343303,4.162358331
1756,0.877970108,1.665867448,3.160830113,4.164841251
