Hour,Speed_at_2m,Speed_at_10m,Speed_at_50m,Speed_at_100m
3884,2.367485098,3.160904408,4.220223681,4.779646316
3885,1.478405822,2.312054157,3.615782856,4.383707792
3886,0.85323346,1.569373727,2.886588502,3.752900836
3887,0.818253069,1.542776465,2.908830181,3.822375141
3888,1.124049476,1.970124245,3.453041546,4.397048008
3889,1.303816652,2.241691589,3.85420847,4.867421449
3890,1.411733953,2.412779093,4.123654416,5.194318339
3891,1.486860516,2.507117987,4.227458147,5.294217566
3892,1.449263723,2.475641489,4.228906503,5.325712927
3893,1.412916525,2.435878277,4.199471714,5.30965736
3894,1.471892637,2.492043972,4.219250101,5.293247473
3895,1.398372482,2.401689768,4.124876464,5.206840839
3896,1.357722312,2.34015727,4.033472825,5.099243552
3897,1.633424913,2.554749489,3.995742258,4.844578754
3898,2.019245758,2.615688801,3.388308667,3.787822976
3899,2.787349026,3.328482628,3.974671454,4.290293393
3900,3.681907509,4.332595825,5.098277602,5.468417634
3901,4.362926792,5.15191555,6.083584506,6.53507287
3902,4.132732803,4.882732391,5.768840315,6.198413196
3903,3.895224914,4.588048458,5.404100949,5.798859679
3904,3.747152953,4.433624268,5.245855825,5.640017973
3905,3.68289742,4.358169556,5.157255202,5.545073713
3906,3.675159198,4.385368347,5.232822445,5.646531787
3907,3.745864351,4.587147713,5.617374835,6.12955473
3908,2.878682733,3.948124647,5.414868423,6.204052475
3909,2.306320816,3.467226744,5.212484408,6.213001346
3910,2.025679421,3.184300661,5.005614707,6.082203744
3911,2.317390694,3.567792177,5.492876559,6.614678664
3912,2.592703351,3.908284187,5.891412639,7.030405081
3913,2.709096044,4.045764446,6.041945243,7.181090296
3914,2.737287075,4.056480408,6.011438643,7.121155676
3915,2.564998122,3.838242531,5.743515209,6.832280837
3916,2.330026182,3.544175148,5.391002719,6.458314203
3917,2.036471931,3.183560133,4.976771329,6.032729499
3918,1.749397876,2.823240519,4.556245973,5.599216788
3919,1.513862214,2.52552104,4.213234511,5.252182446
3920,1.347596706,2.305081844,3.942872734,4.96838039
3921,1.624870406,2.532574415,3.947350597,4.778766414
3922,2.306294806,2.890515804,3.622729234,3.9927144
3923,3.432297649,4.086260319,4.86482383,5.244293975
3924,4.437634501,5.263988972,6.244223108,6.720767442
3925,4.319307285,5.121493816,6.072663318,6.534942248
3926,4.034144447,4.771911621,5.644602174,6.068024069
3927,3.868271897,4.544052601,5.337891077,5.721176557
3928,3.515346896,4.130088329,4.852331821,5.201086066
3929,3.186449603,3.736820936,4.382253747,4.69351582
3930,2.887784913,3.404467583,4.01359515,4.308441508
3931,2.816105241,3.364711523,4.020191954,4.340478784
3932,2.495376173,3.263228416,4.267356486,4.790023839
3933,2.165560426,3.0784266,4.376100622,5.091864087
3934,1.859349816,2.778055906,4.150695342,4.934261734
3935,1.746178903,2.759455442,4.360718324,5.310658674
3936,2.09688267,3.240916252,5.009120589,6.042264067
3937,2.3529744,3.528196573,5.290398001,6.298826878
3938,2.365181993,3.5214324,5.242931065,6.223270155
3939,2.167715519,3.243277073,4.852503051,5.772000519
3940,1.818712906,2.8326056,4.411721312,5.339243137
3941,1.572633743,2.509285688,4.003802344,4.896284018
3942,1.328111189,2.255209208,3.829474982,4.810324174
3943,1.293303764,2.214353561,3.791345722,4.779432783
3944,1.287673306,2.236316443,3.883835447,4.92612994
3945,1.560697869,2.511796713,4.04250102,4.961993479
3946,1.975817974,2.516102791,3.204127777,3.55568169
3947,2.841536898,3.35904789,3.970809858,4.267497715
3948,3.377795945,3.950599194,4.620537842,4.94300749
3949,3.816774533,4.458556652,5.208253003,5.568802119
3950,3.65695058,4.271404266,4.98910062,5.334234202
3951,3.349673484,3.915439129,4.57676357,4.894956922
3952,3.01734261,3.519896507,4.106153335,4.387828997
3953,2.697669403,3.148342848,3.674305931,3.927089712
3954,2.577188923,3.00980258,3.515035894,3.757974362
3955,2.461254655,2.916514874,3.455984934,3.718056589
3956,2.174687759,2.992917299,4.119006934,4.726355852
3957,2.283955202,3.411192894,5.094774603,6.055595869
3958,2.065142174,3.199489594,4.956914729,5.985443055
3959,1.903942559,3.030187845,4.822644641,5.891183593
3960,1.906437935,3.062782526,4.920504691,6.035081642
3961,2.016517138,3.213313103,5.120403343,6.258237773
3962,2.109615085,3.331262589,5.260348446,6.404174739
3963,2.065029851,3.274227858,5.191483337,6.33148238
3964,1.995959127,3.179650068,5.06532144,6.190157983
3965,1.889663646,3.032023192,4.864974068,5.963745531
3966,1.721589889,2.799957991,4.553793445,5.61489463
3967,1.493932273,2.507034302,4.20716595,5.257973353
3968,1.339585437,2.302455425,3.957419092,4.997078075
3969,1.377878357,2.27299881,3.749622426,4.651698901
3970,1.650617078,2.138430595,2.770409608,3.097227151
3971,2.299770152,2.718694449,3.213929661,3.45411031
3972,2.508224201,2.925346613,3.411837268,3.645543045
3973,2.514395521,2.918324709,3.387143763,3.611589745
3974,2.324764138,2.684828281,3.100659883,3.299040262
3975,2.154783168,2.486152411,2.868480643,3.050755123
3976,1.998014072,2.318255425,2.689825006,2.867673389
3977,2.042053324,2.371747732,2.754672093,2.938085942
3978,2.26360222,2.611629486,3.013165702,3.204593605
3979,3.338690746,3.996468306,4.783838976,5.169070667
3980,3.622176688,4.6229949,5.900342166,6.5540388
3981,3.355452548,4.663133144,6.48044054,7.467233219
3982,3.012788788,4.2784729,6.075875758,7.066584893
3983,2.752092841,3.974300623,5.739292369,6.723467483
3984,2.770119791,4.035091877,5.877712043,6.91132669
3985,2.898144853,4.23251152,6.181248584,7.27634118
3986,2.94408084,4.298632145,6.27640317,7.387639301
3987,2.700178708,3.995698214,5.912795389,6.999936083
3988,2.304128492,3.49593997,5.30421646,6.347436455
3989,1.939731451,3.02320528,4.711873988,5.704219784
3990,1.75965869,2.762185097,4.335878629,5.265190259
3991,1.597762085,2.563005209,4.111372878,5.03938796
3992,1.715418061,2.714679718,4.296029136,5.235064001
3993,2.084207774,3.090348721,4.582199211,5.42935561
3994,2.771830771,3.4419415,4.274056487,4.691802165
3995,3.650937548,4.363527298,5.215200269,5.631443026
3996,3.837195447,4.53104496,5.350357758,5.747394044
3997,3.77028268,4.414937496,5.169817424,5.533480227
3998,3.667052578,4.282109737,5.000327487,5.345649631
3999,3.465058342,4.04242754,4.716001522,5.039643867
4000,3.189119737,3.739812613,4.385598388,4.697022487
4001,2.856807939,3.351644993,3.932194392,4.21224878
4002,2.426778028,2.870169878,3.394572983,3.64898268
4003,2.124892628,2.528479099,3.008719816,3.242705173
4004,2.099506813,2.801235676,3.737506953,4.231717341
4005,2.517731415,3.522799015,4.929085298,5.696298902
4006,2.3820307,3.369321108,4.765817974,5.533440035
4007,1.972972017,2.947565556,4.403581313,5.234693622
4008,1.892552939,2.965167284,4.645691458,5.636802166
4009,2.375923765,3.630556583,5.547712136,6.65915317
4010,2.538722045,3.816932201,5.738702849,6.840474855
4011,2.346067395,3.546695948,5.361760779,6.406292424
4012,2.190314963,3.326556444,5.052231283,6.048476415
4013,2.144042631,3.252541781,4.934150041,5.904189291
4014,2.468293702,3.592699528,5.229316869,6.14689225
4015,2.569731218,3.714680195,5.36976352,6.29329277
4016,2.549077077,3.725649357,5.445289691,6.412164769
4017,2.623280643,3.803354025,5.514279182,6.470924801
4018,3.450979049,4.285590649,5.322051206,5.842410762
4019,3.852636904,4.642416477,5.59409861,6.061901809
4020,3.968884805,4.71146965,5.592993336,6.021774607
4021,3.888256105,4.569514751,5.370136251,5.75681518
4022,3.568265346,4.157476425,4.843981192,5.173537411
4023,3.118318229,3.622061491,4.207181077,4.487458243
4024,2.748666476,3.202195168,3.730555882,3.984175831
4025,2.662514759,3.116155624,3.647088094,3.902771639
4026,2.510124118,2.961781979,3.494708659,3.752826483
4027,3.028859138,3.648109913,4.393966615,4.76047854
4028,3.671993361,4.6271801,5.830837251,6.441352967
4029,3.290852913,4.430080891,5.963686988,6.778233976
4030,2.70001349,3.865277529,5.533442862,6.458046818
4031,2.703857739,3.889336348,5.594575856,6.542856651
4032,3.081678812,4.390231133,6.254425127,7.284208869
4033,3.333891497,4.685420036,6.584845648,7.624271134
4034,3.087391141,4.373841286,6.196327811,7.199186375
4035,2.550362576,3.702115536,5.374004296,6.309604922
4036,2.139832166,3.17041111,4.697334102,5.563952165
4037,1.558960696,2.509439468,4.039413221,4.958576586
4038,1.188912045,2.049946308,3.534559082,4.469204226
4039,1.067110622,1.881881714,3.318755069,4.237273844
4040,1.06613183,1.885394216,3.334213696,4.262115192
4041,1.393465454,2.237733603,3.593524089,4.406725239
4042,2.424052141,2.982627392,3.669915348,4.012744469
4043,3.472741865,4.118844032,4.885153236,5.257660618
4044,4.658589417,5.51309967,6.524350024,7.01515938
4045,4.349030849,5.146663666,6.090586112,6.548711915
4046,3.789813443,4.478838444,5.293134902,5.687972636
4047,3.171082036,3.727799654,4.382255048,4.698406211
4048,2.816727842,3.306878328,3.882321932,4.160046787
4049,2.731408398,3.190881729,3.72764696,3.985802791
4050,2.940904044,3.416763067,3.969619438,4.234484666
4051,3.573377684,4.221221924,4.986518669,5.357484067
4052,3.583908699,4.60755682,5.923582778,6.600505563
4053,3.305670716,4.460733414,6.019396454,6.8486358
4054,3.084035838,4.304868698,6.008975083,6.937129604
4055,3.379095377,4.764795303,6.718743258,7.790473435
4056,3.737978875,5.21442318,7.274040332,8.395341556
4057,3.754068029,5.202593803,7.210040435,8.297976994
4058,3.44797263,4.875982285,6.895415304,8.005279916
4059,3.110974576,4.487849712,6.474111102,7.580865812
4060,2.586576281,3.862695217,5.768402984,6.855899468
4061,2.010829146,3.157721043,4.95875157,6.022604565
4062,1.526161471,2.549323797,4.258430021,5.311470942
4063,1.254191588,2.205214977,3.877376585,4.944145356
4064,1.100205346,2.019164562,3.705695073,4.813247699
4065,1.370227995,2.312665224,3.903306937,4.890283874
4066,2.120101599,2.694401979,3.424270813,3.796680006
4067,3.253358096,3.866300106,4.594722151,4.949306612
4068,3.884585925,4.586668015,5.415641173,5.817338078
4069,4.774176969,5.64947176,6.685242581,7.187926784
4070,4.988848744,5.911171913,7.004011382,7.534877331
4071,4.858860596,5.784644127,6.886821923,7.424021935
4072,4.879639939,5.827962399,6.960584416,7.513864196
4073,4.848026715,5.795488834,6.928115871,7.481753103
4074,4.793792163,5.748012543,6.892173684,7.452639425
4075,4.630576875,5.641480923,6.873076046,7.483161536
4076,3.852490506,4.948884487,6.357305133,7.081347574
4077,3.189748937,4.452109337,6.214055695,7.173665479
4078,2.955800117,4.172106266,5.88892009,6.831238645
4079,3.276126901,4.615649223,6.502867073,7.537383137
4080,3.488259502,4.89996624,6.882993979,7.967801183
4081,3.457779578,4.882675648,6.894748767,7.999445437
4082,3.411050131,4.831346512,6.843027286,7.949832719
4083,3.349227718,4.760305405,6.765890364,7.871998813
4084,3.281156009,4.676321507,6.664719011,7.763423328
4085,3.245102501,4.626686573,6.596472265,7.685176977
4086,3.164729091,4.522614956,6.463127001,7.537380066
4087,2.9320921,4.250828743,6.162679885,7.231626969
4088,2.681643884,3.937876463,5.782598924,6.823169894
4089,2.616560636,3.773195982,5.441115227,6.370246855
4090,2.234330847,2.742808104,3.367001938,3.677851821
4091,3.016391802,3.564168453,4.211421326,4.525223404
4092,3.333043267,3.903843403,4.572395884,4.89452318
4093,3.415643461,3.981443405,4.640967879,4.957672641
4094,3.526757896,4.110060215,4.789836862,5.116216165
4095,3.567815696,4.158116818,4.846084254,5.176407834
4096,3.496705678,4.064522743,4.724545516,5.040863724
4097,3.65737688,4.260538578,4.963171577,5.300427514
4098,3.817030819,4.491093636,5.284191562,5.667554522
4099,4.684483997,5.656177521,6.829427567,7.406960592
4100,4.571686015,5.688531399,7.078217833,7.776879398
4101,3.79153205,4.926618099,6.401519379,7.16581685
4102,3.044354403,4.10406065,5.532638973,6.292150115
4103,2.879799977,4.100018501,5.837263645,6.796498271
4104,3.066837437,4.236474991,5.852191619,6.725869574
4105,2.810490342,3.963436365,5.589354848,6.481227951
4106,2.504804462,3.631381273,5.264654448,6.177846989
4107,2.28303049,3.35290575,4.924146664,5.810520618
4108,2.080752145,3.087355852,4.580923384,5.42945819
4109,1.806580433,2.796429157,4.328628767,5.224800584
4110,1.696035016,2.683394909,4.245553995,5.173048817
4111,1.714372606,2.689212322,4.218372885,5.120953038
4112,1.620140125,2.590634823,4.142474271,5.070546799
4113,1.718748596,2.668217897,4.142192036,5.006028302
4114,1.951787551,2.395036697,2.938947315,3.209742356
4115,2.881395852,3.403304577,4.019746899,4.318527761
4116,3.464755458,4.067738056,4.775659667,5.117325952
4117,3.74650727,4.393575668,5.152400826,5.51834453
4118,3.567525001,4.162066937,4.855691601,5.188973598
4119,3.829045558,4.460865021,5.196939141,5.550265804
4120,3.998759007,4.765480995,5.679214245,6.124883653
4121,4.275801879,5.113186836,6.114567597,6.604168715
4122,3.614025754,4.330504417,5.18902459,5.609371259
4123,3.552798432,4.377407551,5.393409514,5.900688418
4124,2.305148871,3.30691433,4.744024355,5.541715779
4125,2.106115905,3.135777473,4.668831539,5.541868699
4126,1.634678401,2.615693092,4.185441215,5.124668616
4127,1.973859044,3.074485779,4.788823616,5.795825227
4128,2.399116235,3.594284296,5.384849393,6.408901943
4129,2.483034116,3.675550938,5.440793023,6.442041913
4130,2.313801054,3.500823021,5.296808816,6.33095102
4131,2.088948034,3.223103523,4.973027646,5.994284437
4132,1.791333493,2.85993886,4.566012031,5.58524264
4133,1.572123978,2.586920738,4.256762824,5.275130552
4134,1.544689946,2.55702734,4.232816323,5.258985339
4135,1.536087622,2.551313162,4.237517935,5.272422111
4136,1.507793051,2.518548489,4.206868102,5.247075675
4137,1.617632133,2.572923422,4.092361175,4.997761936
4138,1.916472523,2.415976048,3.045668639,3.365149927
4139,3.214132205,3.803274632,4.500405398,4.838731098
4140,4.016978712,4.732222557,5.574819269,5.982464932
4141,3.921962333,4.608872891,5.416092129,5.805942472
4142,3.792676338,4.46731329,5.261953895,5.646358023
4143,3.632462515,4.278253079,5.038854311,5.406770973
4144,3.490223209,4.095714092,4.806246741,5.149059763
4145,3.327109066,3.912419558,4.600698832,4.93326136
4146,3.36599949,4.016602516,4.792958473,5.17196833
4147,3.58944128,4.400643349,5.39517445,5.890006411
4148,3.261413687,4.346847534,5.793525538,6.556586598
4149,3.189321811,4.478119373,6.287717047,7.277355014
4150,3.168401582,4.566344738,6.581079994,7.702962837
4151,3.251150411,4.70420742,6.806688297,7.980638863
4152,3.208642602,4.662847996,6.776121286,7.95962961
4153,3.164835263,4.602895737,6.694392409,7.866356794
4154,3.143351744,4.557303906,6.607284383,7.753496451
4155,3.129683053,4.544529915,6.59899159,7.748939518
4156,3.034551497,4.431965828,6.472891008,7.619832113
4157,2.828400231,4.183634281,6.18823164,7.324653935
4158,2.478604377,3.748563528,5.66920992,6.774806295
4159,2.105238647,3.275824547,5.097296916,6.166491577
4160,1.633311315,2.674058914,4.377971922,5.41354417
4161,1.386621453,2.283309221,3.759858893,4.660784512
4162,1.103089126,1.413513184,1.811294729,2.015432991
4163,1.687840363,1.979632378,2.32186908,2.486929359
4164,2.039686863,2.362827539,2.737162298,2.916132318
4165,2.136491207,2.464632511,2.843172672,3.023619757
4166,2.247588623,2.587320805,2.97840489,3.164553792
4167,2.356746769,2.705230236,3.10524267,3.295257291
4168,2.643063407,3.018934488,3.448258343,3.651486423
4169,3.345607377,3.841215611,4.410241759,4.680586574
4170,4.200963139,4.929296017,5.783902029,6.196199578
4171,5.155787401,6.294791222,7.685420953,8.375320401
4172,4.913256794,6.229254723,7.897737901,8.74764393
4173,4.054619577,5.380121231,7.138944581,8.063789055
4174,3.406581327,4.699954033,6.484380025,7.448455202
4175,3.252066695,4.585537434,6.465781771,7.497064539
4176,3.235822956,4.561348915,6.429864738,7.454514964
4177,3.127613438,4.45106554,6.334537448,7.374226726
4178,2.916810687,4.197057724,6.039231006,7.063896771
4179,2.759706546,4.004895687,5.811918476,6.822948663
4180,2.64911964,3.856170654,5.61320519,6.598340809
4181,2.502865022,3.68930912,5.438168525,6.427246289
4182,2.267431075,3.424828768,5.173013732,6.178454554
4183,2.054209897,3.151751041,4.835696021,5.814666587
4184,1.937345371,3.01745224,4.699739218,5.687878298
4185,2.190337869,3.225665093,4.750369993,5.612129474
4186,3.121034643,3.860528708,4.775237576,5.233198244
4187,3.869247038,4.626440048,5.531812084,5.974433615
4188,4.148533607,4.895717144,5.777474313,6.20458896
4189,3.939778979,4.627502918,5.43527527,5.825255795
4190,3.615235811,4.215397835,4.915192213,5.251307706
4191,3.376225086,3.919564962,4.550345165,4.85238186
4192,3.19513524,3.70806551,4.303338917,4.588305239
4193,3.217588323,3.72279191,4.30731909,4.586541846
4194,3.477951896,4.053010464,4.723151529,5.044894926
4195,4.110910593,4.911672115,5.868413438,6.335899347
4196,4.293493251,5.420150757,6.842454969,7.564786337
4197,3.834084627,5.090314865,6.758146454,7.63548347
4198,3.348591723,4.684639931,6.553755459,7.5733654
4199,3.43045545,4.74997139,6.57703577,7.566615895
4200,3.22598522,4.540641785,6.391048443,7.404711478
4201,2.974954758,4.271600723,6.133395034,7.167449709
4202,2.850253348,4.123118877,5.964420423,6.992362872
4203,2.687743808,3.947029591,5.796327218,6.839514594
4204,2.625252556,3.885654926,5.751185414,6.809239854
4205,2.577122149,3.837058306,5.712968028,6.781253904
4206,2.399894191,3.631309748,5.494579941,6.567510957
4207,2.10534689,3.274969101,5.094373125,6.162124872
4208,1.87073715,2.989667416,4.777855218,5.846865257
4209,1.838531455,2.88544035,4.528487119,5.498626395
4210,2.598201959,3.266085148,4.105651662,4.530767696
4211,3.300861412,3.946045399,4.717336581,5.094355865
4212,3.570542014,4.213778019,4.972893506,5.340611127
4213,3.860666861,4.529167652,5.313423913,5.691732738
4214,4.229343762,4.963527679,5.825160689,6.240903269
4215,4.071198799,4.782984734,5.619215394,6.023001863
4216,3.887500507,4.551739693,5.329474348,5.704120841
4217,3.862013206,4.519378662,5.288636367,5.659053922
4218,3.865442732,4.550668716,5.357364525,5.747458173
4219,4.022338484,4.836937904,5.816509074,6.297325078
4220,3.957057578,5.014036655,6.353347932,7.035301402
4221,3.803483926,5.069721222,6.757508055,7.647792222
4222,3.371963543,4.739582062,6.661886415,7.713932665
4223,3.385983811,4.772809029,6.727647649,7.799602196
4224,3.229436608,4.631710529,6.642874603,7.759009984
4225,3.062498671,4.45866394,6.491328248,7.631138471
4226,2.954612542,4.350604057,6.40617184,7.567864701
4227,2.719364095,4.073249817,6.101192591,7.260844534
4228,2.482154683,3.784715891,5.770822613,6.920533624
4229,2.241513656,3.495020866,5.449518821,6.598409669
4230,2.138718698,3.354281664,5.260722457,6.385859236
4231,2.031917831,3.24176836,5.171991673,6.324579915
4232,1.953937225,3.163163424,5.12073915,6.301369361
4233,2.024309397,3.181096792,4.998927938,6.073215354
4234,2.519801235,3.158006668,3.957854285,4.362005825
4235,3.320505427,3.954349756,4.709187303,5.077170827
4236,3.452990786,4.059527874,4.772606585,5.117096784
4237,3.532189612,4.125563622,4.818618778,5.151895979
4238,3.445451109,4.004978657,4.655371251,4.967076003
4239,3.272816788,3.790043593,4.389011473,4.675311027
4240,3.197250591,3.695128918,4.270537241,4.545187379
4241,3.1973346,3.690787315,4.260395833,4.532047181
4242,3.773290914,4.408118248,5.149750425,5.506441618
4243,4.618228402,5.561738491,6.698008923,7.256320579
4244,4.673600048,5.851056099,7.32515772,8.069443203
4245,3.841056123,5.075153828,6.70575632,7.560647838
4246,3.426049707,4.814935207,6.766860681,7.835015266
4247,3.443637257,4.806633949,6.709106737,7.745275193
4248,3.310121538,4.682943821,6.62512315,7.692830246
4249,3.150067595,4.498129845,6.423091407,7.488157727
4250,3.025581486,4.364614964,6.296265318,7.372582342
4251,2.813895644,4.108841896,5.999718492,7.062183993
4252,2.568834215,3.814551115,5.664359391,6.715852298
4253,2.305198931,3.491156817,5.287255584,6.322145243
4254,2.013131187,3.14678812,4.918842617,5.962277825
4255,1.672694012,2.723628044,4.434851604,5.471001044
4256,1.461710391,2.451469898,4.111419539,5.136967003
4257,1.33963481,2.228680372,3.707738977,4.616524024
4258,1.289234203,1.634267569,2.071641041,2.294407024
4259,2.918519246,3.415597439,3.997337307,4.277477947
4260,3.321588518,3.867067814,4.502127038,4.806820275
4261,3.341632063,3.877366781,4.498991174,4.796533501
4262,3.088763237,3.572724581,4.132515169,4.399867923
4263,2.916758754,3.366416931,3.885396054,4.132876246
4264,2.779829565,3.208310604,3.70283742,3.938653785
4265,2.671826507,3.092952251,3.580454646,3.813415396
4266,2.693842131,3.131396532,3.640021859,3.883788429
4267,2.934165567,3.481304407,4.130469157,4.44611097
4268,3.253179593,4.148489952,5.290199446,5.874132513
4269,3.03883257,4.174087524,5.73345397,6.573355976
4270,2.77786251,3.940987349,5.591126711,6.500049239
4271,2.677456862,3.878840447,5.619288744,6.59191224
4272,3.099266624,4.463487625,6.428205184,7.521691691
4273,3.382705454,4.817852974,6.861876564,7.990799575
4274,3.221704659,4.645555496,6.698685372,7.842354123
4275,2.978002932,4.342217922,6.331376065,7.447956198
4276,2.79035593,4.112611294,6.061438784,7.16352302
4277,2.53866456,3.824793816,5.762497323,6.874994109
4278,2.332085752,3.596227884,5.545617258,6.68284381
4279,2.136345552,3.384594202,5.362183988,6.537414272
4280,2.052076004,3.307472706,5.330882324,6.547561161
4281,2.086314067,3.310648441,5.253472271,6.409312835
4282,2.842460168,3.652666807,4.693812407,5.229174741
4283,3.817743549,4.599181175,5.540567932,6.003226359
4284,4.086339479,4.852374554,5.762012415,6.204563302
4285,4.094808215,4.824859619,5.685069758,6.101294433
4286,4.148520723,4.876663208,5.732608231,6.146083583
4287,4.285448615,5.040569305,5.928746604,6.357968813
4288,4.280999816,5.047307491,5.950785799,6.388133155
4289,4.268478267,5.046288014,5.965831643,6.411811276
4290,4.105747677,4.923062801,5.90307765,6.383140144
4291,3.820437158,4.684393883,5.743726475,6.270844057
4292,3.15478143,4.168083191,5.506852969,6.208707163
4293,2.577428579,3.776302338,5.532824249,6.522101499
4294,2.589696358,3.971872568,6.091745718,7.323832664
4295,3.188542207,4.768555164,7.131509285,8.481280099
4296,3.569504082,5.234467506,7.676038308,9.051976338
4297,3.564538528,5.184576988,7.540902794,8.861326356
4298,3.27231894,4.797595024,7.033824769,8.293850247
4299,2.998990951,4.424077034,6.526347669,7.715940617
4300,2.827949217,4.198232651,6.232487233,7.388619411
4301,2.639551234,3.953512907,5.921561251,7.0469266
4302,2.501032413,3.765271664,5.66856736,6.760746138
4303,2.28039419,3.474956036,5.295277239,6.348577258
4304,2.241506615,3.414035082,5.199911283,6.232934752
4305,2.380550683,3.504504681,5.159122695,6.094072899
4306,3.396986735,4.225455761,5.255974715,5.773945307
4307,4.3642634,5.239633083,6.290581556,6.805846903
4308,4.609779513,5.486408711,6.529744092,7.038153849
4309,4.617191052,5.471579075,6.484067311,6.975950325
4310,4.781983952,5.678852081,6.743929148,7.262130616
4311,5.227680234,6.278842926,7.541369542,8.160549743
4312,4.302876376,5.257100105,6.422936451,7.00159603
4313,4.395887302,5.260727406,6.29571482,6.80201359
4314,4.279024303,5.244243145,6.42718625,7.015619386
4315,3.884455917,4.866168976,6.09598899,6.717209366
4316,3.435320693,4.473075867,5.824320201,6.525556643
4317,3.014034818,4.336856365,6.240247466,7.298947496
4318,3.646634864,5.181764126,7.363139018,8.565997393
4319,3.948990915,5.570361137,7.85743089,9.112183341
4320,4.022139395,5.673250675,8.002152601,9.27980986
4321,4.049905712,5.697286606,8.01477293,9.283836021
4322,3.79142765,5.391727924,7.667489055,8.923073324
4323,3.448515192,4.908099175,6.985452047,8.132220193
4324,3.090839427,4.424254417,6.332916222,7.390732697
4325,2.84249309,4.059131622,5.796513484,6.757826459
4326,2.769937771,3.907555103,5.512393471,6.39290725
4327,2.55406003,3.670176506,5.274032492,6.165316051
4328,2.493197546,3.515423298,4.95676766,5.74730866
4329,2.314879595,3.313347817,4.742481542,5.534502942
4330,2.956531673,3.713901281,4.665284953,5.146781716
4331,3.654409674,4.448207378,5.41443096,5.892759656
4332,4.32353697,5.219725609,6.301677451,6.834223413
4333,4.396158486,5.378429413,6.580177452,7.177235178
4334,4.068334395,4.948206425,6.018371265,6.547867842
4335,4.229859141,5.100629807,6.150659763,6.66706675
4336,3.785760164,4.584887028,5.552699629,6.030119757
4337,3.816329856,4.586928368,5.513127178,5.967586936
4338,3.41848412,4.161811829,5.066771437,5.514830138
4339,3.135326817,3.839909792,4.702829424,5.131864937
4340,2.576297538,3.300268889,4.227685109,4.703523522
4341,1.774804609,2.618071556,3.862001844,4.565874978
4342,1.977128444,2.841115236,4.082656242,4.772594603
4343,2.159594061,3.128469944,4.53202033,5.316349071
4344,2.378820883,3.455987215,5.02091087,5.897157435
4345,2.633761975,3.821546316,5.545002315,6.509176169
4346,2.765376377,3.981903553,5.733597799,6.708401362
4347,2.647776709,3.868994474,5.653466998,6.656631336
4348,2.459414868,3.629210234,5.355406724,6.332399816
4349,2.155980339,3.271517992,4.96425212,5.940887111
4350,1.869310703,2.910116196,4.530427316,5.481855976
4351,1.865024204,2.825927258,4.281909504,5.121114487
4352,1.587295216,2.539734125,4.06367345,4.975457753
4353,1.675249538,2.616948605,4.087999933,4.953813874
4354,2.13940108,2.631064653,3.235719228,3.537223603
4355,2.775563765,3.287107706,3.892930585,4.187119286
4356,3.969688187,4.663984776,5.479713509,5.873615677
4357,3.950510781,4.648333073,5.469419413,5.866322539
4358,3.817589325,4.512449265,5.333784394,5.732083835
4359,3.641299812,4.301186085,5.080658746,5.458478868
4360,3.623039823,4.244848251,4.973375275,5.324478371
4361,3.445630117,4.046830177,4.752928761,5.093806928
4362,3.41158958,4.031341076,4.763677017,5.118742024
4363,3.629700216,4.353355885,5.22128725,5.646521311
4364,3.674586243,4.573480606,5.692266685,6.254837748
4365,3.383999294,4.438018322,5.820334142,6.541297241
4366,2.859626565,3.85221839,5.189344197,5.899873545
4367,2.531596759,3.517281294,4.886744958,5.630224344
4368,2.518544978,3.498535633,4.859850304,5.598816006
4369,2.564108677,3.630224228,5.139613646,5.969821579
4370,2.760306453,3.8918612,5.487283336,6.362302973
4371,2.818246552,3.970053911,5.592600849,6.481954803
4372,2.680530581,3.838448048,5.496554869,6.415759474
4373,2.704112399,3.817459583,5.389198198,6.251983812
4374,2.597049321,3.689313412,5.240960709,6.096409867
4375,2.323979313,3.397343636,4.966457195,5.84882154
4376,2.145327443,3.153100014,4.634276099,5.470286125
4377,2.128980907,3.096470594,4.503624298,5.292137988
4378,2.938836795,3.617467165,4.452805515,4.869600099
4379,4.351624284,5.193160057,6.197435629,6.687741946
4380,4.644890492,5.539951801,6.607489673,7.128471019
4381,4.566645401,5.413986206,6.418551052,6.906731109
4382,4.410341706,5.200071335,6.13121243,6.58196698
4383,4.214898498,4.957480907,5.830891766,6.252971504
4384,3.976582348,4.701273441,5.558032007,5.973565244
4385,3.918133816,4.596452236,5.392203063,5.776048791
4386,4.104591032,4.862584591,5.760556587,6.196708534
4387,3.918478286,4.719799519,5.684989393,6.159294286
4388,3.666794684,4.542531014,5.627418437,6.171162736
4389,3.023320972,3.968567848,5.209347902,5.856897251
4390,2.360110518,3.311653614,4.64683733,5.376695016
4391,2.340219395,3.346019745,4.784101934,5.580490881
4392,2.428495457,3.502324581,5.050978141,5.913727196
4393,2.551827691,3.680300713,5.307808746,6.214505874
4394,2.581611228,3.754403591,5.459980253,6.415650007
4395,2.595758202,3.733114004,5.368812919,6.278299858
4396,2.327443714,3.469424486,5.171728189,6.141941003
4397,2.415328434,3.53506875,5.173917922,6.096250027
4398,2.230624678,3.366835117,5.081795616,6.067644927
4399,2.151437996,3.277047873,4.991565075,5.983352373
4400,2.047133249,3.156819105,4.868030387,5.86631102
